toy_name,colection,price,discount,age,pieces,calification,llavero,original,adult
Planeta Tierra y Luna en Órbita,Technic,1899.0,0,10,526,,False,True,False
Camión de Trial 4x4 Mercedes-Benz Zetros,Technic,7999.0,30,12,2129,4.6,False,True,True
John Deere 9620R 4WD Tractor,Technic,799.0,0,8,390,4.8,False,True,False
Nave Espacial de Carga Pesada VTOL LT81,Technic,2799.0,0,10,1365,,False,True,False
Helicóptero de Rescate Airbus H175,Technic,4999.0,0,11,2001,4.6,False,True,False
Vehículo Transformable Controlado por App,Technic,3999.0,30,9,772,4.4,False,True,False
Róver Explorador del Equipo de Marte,Technic,3999.0,0,11,1599,,False,True,False
McLaren Senna GTR™,Technic,1299.0,0,10,830,5.0,False,True,False
Skidder John Deere 948L-II,Technic,4999.0,0,11,1492,4.8,False,True,False
THE BATMAN: BATMOTO,Technic,1299.0,0,9,641,4.8,False,True,False
Monster Jam™ Dragon™,Technic,529.0,0,7,217,4.8,False,True,False
Cargadora Espacial de Superficie LT78,Technic,869.0,0,8,435,,False,True,False
Camión Remolcador de Gran Tonelaje,Technic,3999.0,0,11,2017,4.8,False,True,False
Manipuladora de Materiales,Technic,3999.0,30,10,835,4.4,False,True,False
Avión de Bomberos,Technic,2599.0,0,10,1134,4.5,False,True,False
Monster Jam™ Monster Mutt™ Dalmatian,Technic,529.0,0,7,244,4.9,False,True,False
Buldócer Cat® D11 Controlado por App,Technic,12499.0,30,18,3854,4.0,False,True,True
Volquete,Technic,349.0,0,7,177,4.9,False,True,False
Jeep® Wrangler,Technic,1299.0,0,9,665,4.6,False,True,False
Vehículo Todoterreno,Technic,2299.0,30,10,764,4.7,False,True,False
Monster Jam™ El Toro Loco™,Technic,529.0,0,7,247,5.0,False,True,False
Máquina Pisanieves,Technic,349.0,0,7,178,4.7,False,True,False
Ducati Panigale V4 R,Technic,1999.0,30,10,646,4.5,False,True,False
Moto,Technic,349.0,30,7,163,4.7,False,True,False
THE BATMAN: BATMÓVIL,Technic,2599.0,30,10,1360,4.7,False,True,False
Manipulador Telescópico,Technic,349.0,30,7,143,4.7,False,True,False
Monster Jam™ Grave Digger™,Technic,469.0,0,7,212,4.6,False,True,False
Tulipanes,Other,249.0,30,8,111,4.4,False,True,False
Girasoles,Other,349.0,0,8,191,4.4,False,True,False
Rosas,Other,349.0,0,8,120,4.8,False,True,False
Narcisos,Other,349.0,30,18,216,4.5,False,True,True
Flores de Cerezo,Other,349.0,0,8,430,5.0,False,True,False
Corazón Decorativo,Other,319.0,0,9,254,4.9,False,True,False
Flores de Loto,Other,349.0,0,8,220,4.9,False,True,False
Cascanueces LEGO®,Other,299.0,0,8,208,4.7,False,True,False
Adornos de Pan de Jengibre,Other,299.0,0,6,190,4.9,False,True,False
Todo el Mundo es Fabuloso,Other,899.0,0,18,346,4.5,False,True,True
Árbol de Navidad,Other,999.0,0,12,784,4.4,False,True,True
Dragón de la Suerte,Other,2299.0,0,10,1171,4.0,False,True,False
Postal de Japón,Other,359.0,0,9,262,,False,True,False
Land Rover Classic Defender,Other,339.0,0,8,150,4.8,False,True,False
Taxi Amarillo,Other,249.0,0,7,124,4.2,False,True,False
Celebración Familiar,Other,3399.0,0,8,1823,5.0,False,True,False
Calendario de Fiestas,Other,749.0,0,10,345,,False,True,False
Osos Polares en Invierno,Other,299.0,30,9,312,4.9,False,True,False
Llavero de minifigura dorada LEGO®,Other,119.0,0,6,1,3.7,True,True,False
Pícnic de Erizos,Other,319.0,0,8,166,,False,True,False
Llavero de Chico Cactus,Other,149.0,30,6,1,3.7,True,True,False
Piñata,Other,249.0,0,8,206,4.9,False,True,False
Parque Primaveral de Animales,Other,319.0,0,8,172,,False,True,False
Postal de Londres,Other,359.0,0,9,277,4.8,False,True,False
Trineo de Papá Noel,Other,999.0,0,9,343,4.8,False,True,False
Nido de Pájaros,Other,319.0,0,9,232,4.8,False,True,False
Llavero de Piolín,Other,149.0,20,6,1,,True,True,False
Corona de Navidad “2 en 1”,Other,999.0,30,9,510,4.3,False,True,False
Conejo Lunar,Other,449.0,0,8,288,5.0,False,True,False
Postal de Nueva York,Other,359.0,0,9,253,4.7,False,True,False
Llavero de hombre con disfraz de tiburón,Other,119.0,0,6,1,2.8,True,True,False
Llavero de ladrillo LEGO® rojo,Other,119.0,0,6,1,4.2,True,True,False
Llavero de Elfo Ayudante Feliz,Other,149.0,20,6,1,5.0,True,True,False
Llavero de la Dama de la Libertad,Other,149.0,0,6,1,4.0,True,True,False
Llavero de la Chica con Disfraz de Llama,Other,149.0,30,6,1,,True,True,False
Desfile del Año Nuevo Lunar,Other,3399.0,40,8,1653,3.9,False,True,False
Llavero Blanco Metálico 2x4,Other,149.0,20,6,1,5.0,True,True,False
Árbol del Dinero,Other,619.0,0,9,336,4.5,False,True,False
Llavero con ladrillo dorado LEGO®,Other,119.0,0,6,1,4.4,True,True,False
Juego de ajedrez,Other,1599.0,30,9,1450,4.4,False,True,False
Representación Ornamental del Año Nuevo Lunar,Other,2299.0,40,8,872,4.1,False,True,False
Postal de Australia,Other,359.0,0,7,191,3.3,False,True,False
Set de Cumpleaños,Other,319.0,30,7,141,4.8,False,True,False
Tuc-tuc,Other,249.0,30,7,155,4.6,False,True,False
Llavero de Papá Noel Feliz,Other,149.0,0,6,1,5.0,True,True,False
Llavero de chica mariposa,Other,119.0,0,6,1,3.3,True,True,False
Llavero del Vendedor de perritos calientes LEGO®,Other,119.0,0,6,1,5.0,True,True,False
Tarta de Cumpleaños,Other,339.0,0,7,211,4.8,False,True,False
Iconos de Juego,Other,2499.0,0,10,899,2.5,False,True,False
Pingüino de Navidad,Other,349.0,20,8,244,4.3,False,True,False
Llavero Azul Tierra 2x4,Other,149.0,0,6,1,,True,True,False
Gato y Ratón de Halloween,Other,299.0,30,9,328,4.8,False,True,False
Marco de fotos LEGO® Iconic,Other,339.0,20,7,268,4.3,False,True,False
Conejitos de Pascua,Other,299.0,30,8,288,4.8,False,True,False
Flores decorativas LEGO®,Other,119.0,0,7,100,5.0,False,True,False
Tortolitos de San Valentín,Other,299.0,30,8,298,5.0,False,True,False
Llavero del Monstruo de las Galletas,Other,149.0,20,6,1,,True,True,False
Ludo LEGO®,Other,699.0,30,7,389,4.8,False,True,False
Paseo navideño en tren LEGO®,Other,199.0,0,7,169,4.8,False,True,False
Pack de Oso Polar y Regalo,Other,249.0,20,7,142,4.4,False,True,False
Horizon Forbidden West: Cuellilargo,Other,2299.0,0,18,1222,4.8,False,True,True
Llavero del Tío Sandía,Other,149.0,20,6,1,,True,True,False
Pingüino y Copo de Nieve,Other,229.0,20,7,139,4.2,False,True,False
Llavero de Chica con Disfraz de Elefante,Other,149.0,0,6,1,5.0,True,True,False
Conejo de Pascua,Other,99.0,0,6,67,,False,True,False
Postal de París,Other,359.0,30,9,213,4.8,False,True,False
Torre de los Vengadores,Other,389.0,0,10,211,3.8,False,True,False
Tren,Other,99.0,0,6,59,5.0,False,True,False
Feria del Templo del Año Nuevo Chino,Other,2499.0,0,8,1664,4.7,False,True,False
Deportivo Clásico,Other,279.0,0,8,142,5.0,False,True,False
Adorno navideño: Pingüino,Other,149.0,0,6,37,5.0,False,True,False
Set 40 aniversario de los trenes LEGO®,Other,389.0,0,9,188,,False,True,False
Postal de Pekín,Other,359.0,0,9,276,4.2,False,True,False
Llavero Creativo,Other,149.0,0,6,1,,True,True,False
Llavero Verde Metálico 2x4,Other,149.0,20,6,1,,True,True,False
Ladrillos Magnéticos 4x4 LEGO®,Other,169.0,0,6,4,5.0,False,True,False
Modelo Magnético de Torre Eiffel,Other,219.0,20,6,29,5.0,False,True,False
Llavero Creativo LEGO®,Other,129.0,20,6,1,5.0,True,True,False
Llavero de Elmo,Other,149.0,20,6,1,,True,True,False
China: Llavero de Chica con Flores,Other,149.0,0,6,1,,True,True,False
Llavero del Tío del Cumpleaños,Other,149.0,20,6,1,5.0,True,True,False
Llavero 2x6 LEGO®,Other,149.0,0,6,1,,True,True,False
Pareja de Calabaza y Murciélago,Other,219.0,0,7,131,4.5,False,True,False
Danza del León,Other,1699.0,0,8,882,5.0,False,True,False
Bola de Pollo Skater,Other,129.0,0,6,36,,False,True,False
Juego de Artículos Creativos de Papelería LEGO®,Other,339.0,20,6,18,,False,True,False
Huevo de Pascua LEGO®,Other,249.0,0,8,239,5.0,False,True,False
Pack de Araña y Casa Encantada,Other,249.0,20,7,132,4.7,False,True,False
Paseo en Carro por Halloween,Other,269.0,0,7,148,4.9,False,True,False
Casa del Conejo de Pascua,Other,169.0,0,6,57,,False,True,False
Mighty Micros: Supergirl™ vs. Brainiac™,Other,199.0,20,6,80,,False,True,False
Mighty Micros: Batman™ vs. Harley Quinn™,Other,199.0,20,6,86,5.0,False,True,False
